fit,M1,M2,M3,M4,M5,M6,M7,M8,M1M1,M1M2,M1M3,M1M4,M1M5,M1M6,M1M7,M1M8,M2M2,M2M3,M2M4,M2M5,M2M6,M2M7,M2M8,M3M3,M3M4,M3M5,M3M6,M3M7,M3M8,M4M4,M4M5,M4M6,M4M7,M4M8,M5M5,M5M6,M5M7,M5M8,M6M6,M6M7,M6M8,M7M7,M7M8,M8M8
0.7137431942178287,133.02730080092132,-135.13893927294347,-352.0698733456831,-5324.068628195196,65.1296656565528,-62.999567463117494,-358.25229438242883,-17.23883312066456,17696.2627583788,-17977.168324579292,-46834.90494449846,-708246.4788876709,8664.023624357686,-8380.662411244066,-47657.33572743158,-2293.2354389995294,18262.532907816305,47578.34923389517,719488.987030654,-8801.553932028002,8513.69472161994,48413.835054939715,2329.6376222298945,123953.19571764534,1874444.1676124074,-22930.193138749233,22180.249737572594,126129.83990902209,6069.2737934197385,28345706.757732272,-346754.8096868948,335414.0207202506,1907359.8015004392,91780.73060442247,4241.873348534354,-4103.140765380284,-23332.85215382052,-1122.7594374579915,3968.9455005398922,22569.73958876245,1086.0390301707312,128344.70643027444,6175.851517953884,297.17736736212134
0.7416742255513217,133.02730080092132,-130.91566232889917,-352.0698733456831,-5324.068628195196,65.1296656565528,-67.2597638499881,-358.25229438242883,-17.23883312066456,17696.2627583788,-17415.357192178315,-46834.90494449846,-708246.4788876709,8664.023624357686,-8947.384837471302,-47657.33572743158,-2293.2354389995294,17138.91064301435,46091.46065510175,697003.9707446877,-8526.493316687369,8805.356532506543,46900.836399923435,2256.8332557691647,123953.19571764534,1874444.1676124074,-22930.193138749233,23680.13653992587,126129.83990902209,6069.2737934197385,28345706.757732272,-346754.8096868948,358095.59865353897,1907359.8015004392,91780.73060442247,4241.873348534354,-4380.605931688422,-23332.85215382052,-1122.7594374579915,4523.875833156167,24095.964718878582,1159.4798447452517,128344.70643027444,6175.851517953884,297.17736736212134
0.4645572688057654,51.615337424604704,-30.86777976523137,-33987.849991847106,790.6197311548078,53.88578512420368,-37.1364056743653,-22150.68571997549,523.6998003619274,2664.143057455799,-1593.2508681308025,-1754294.3456660367,40808.10419810566,2781.3329815755174,-1916.8081096193698,-1143315.1176229077,27030.941904879,952.8198276348271,1049129.4682420571,-24404.67573933304,-1663.3345476905,1146.3183916285966,683742.4884530588,-16165.45010066761,1155173947.0683014,-26871464.823084097,-1831461.9814943408,1262186.5852967075,752854183.4670768,-17799430.255461466,625079.5592913006,42603.164947963654,-29360.775070322572,-17512769.188821662,414047.39536797354,2903.6778384518507,-2001.1243764541068,-1193607.091060366,28219.974911891182,1379.1126264110312,822596.8508623801,-19448.328237824655,490652877.865126,-11600309.68943096,274261.4808991226
0.688202416928352,51.615337424604704,-72.36289508397803,-33987.849991847106,790.6197311548078,53.88578512420368,-70.63516457404205,-22150.68571997549,523.6998003619274,2664.143057455799,-3735.035246780795,-1754294.3456660367,40808.10419810566,2781.3329815755174,-3645.857853531665,-1143315.1176229077,27030.941904879,5236.388584934812,2459459.223090016,-57211.53265687828,-3899.331415460535,5111.365003310927,1602887.7467927567,-37896.433709090394,1155173947.0683014,-26871464.823084097,-1831461.9814943408,2400737.377691974,752854183.4670768,-17799430.255461466,625079.5592913006,42603.164947963654,-55845.55482560473,-17512769.188821662,414047.39536797354,2903.6778384518507,-3806.2313004495936,-1193607.091060366,28219.974911891182,4989.326474402005,1564617.3312583517,-36991.621585957706,490652877.865126,-11600309.68943096,274261.4808991226
0.40738206793162546,27.11875401610058,-24.95639533619758,-369.1859800657158,-1071.8247473325978,34.070900107784496,-45.7940995102342,-10851.306649928989,-397.45141276129596,735.4268193857714,-676.7863462509019,-10011.86377959516,-29066.551671281875,923.9603591301425,-1241.8789200068734,-294273.9157927007,-10778.387096025244,622.8216681765844,9213.551271101564,26748.882125552394,-850.2868525499666,1142.8556514425766,270809.4986699376,9918.954583801145,136298.28787708312,395702.66980267334,-12578.498648013521,16906.539508912727,4006150.280547653,146733.4893487824,1148808.288994587,-36518.0338994203,49083.24913688061,11630699.008288676,425998.26005986007,1160.8262341546297,-1560.2461899391321,-369713.7849086682,-13541.527381887938,2097.099549953232,496925.8165429142,18200.92954647395,117750856.01079309,4312867.158320323,157967.62550595004
0.2431171227368726,27.11875401610058,-29.281112696003582,-369.1859800657158,-1071.8247473325978,34.070900107784496,-22.347700705334795,-10851.306649928989,-397.45141276129596,735.4268193857714,-794.0672925206409,-10011.86377959516,-29066.551671281875,923.9603591301425,-606.0417982534118,-294273.9157927007,-10778.387096025244,857.3835607160622,10810.176288088756,31384.22121701136,-997.6338657103184,654.3655428494669,317738.33291546383,11637.819608249343,136298.28787708312,395702.66980267334,-12578.498648013521,8250.457787114314,4006150.280547653,146733.4893487824,1148808.288994587,-36518.0338994203,23952.818661959984,11630699.008288676,425998.26005986007,1160.8262341546297,-761.4062783701269,-369713.7849086682,-13541.527381887938,499.4197268152213,242501.75327442223,8882.125217301924,117750856.01079309,4312867.158320323,157967.62550595004
0.4451648281484948,55.726836861473544,-83.06967059716979,-59030.54266219811,1477.001190187396,52.39061145215845,-33.89170492668455,-27019.782464935703,626.5162912044201,3105.4803465852865,-4629.209981504827,-3289585.4207805684,82308.60436977528,2919.563057467282,-1888.677511406549,-1505727.0094559754,34913.77115100417,6900.570173122295,4903647.734120975,-122694.00234049473,-4352.070835715114,2815.372764236162,2244524.428969393,-52044.50193411168,3484604966.9935913,-87188181.76947448,-3092646.224425284,2000645.7335692819,1594992421.5196993,-36983596.65650465,2181532.5158149847,77380.99546948346,-50058.088514193114,-39908250.85931457,925365.3077807217,2744.7761683310364,-1775.6071442651344,-1415582.9246422905,32823.57158093813,1148.6476628374535,915746.4944848061,-21233.705273260974,730068644.4524468,-16928333.89908174,392522.66314454173
0.6881452806022836,55.726836861473544,-28.384003125777298,-59030.54266219811,1477.001190187396,52.39061145215845,-70.88951797763235,-27019.782464935703,626.5162912044201,3105.4803465852865,-1581.7507116657466,-3289585.4207805684,82308.60436977528,2919.563057467282,-3950.448603528014,-1505727.0094559754,34913.77115100417,805.6516334441354,1675523.1074401613,-41923.20639905584,-1487.0552792194494,2012.1282998619627,766929.5899425576,-17783.04036789666,3484604966.9935913,-87188181.76947448,-3092646.224425284,4184646.7152812863,1594992421.5196993,-36983596.65650465,2181532.5158149847,77380.99546948346,-104703.9024247738,-39908250.85931457,925365.3077807217,2744.7761683310364,-3713.945192396938,-1415582.9246422905,32823.57158093813,5025.32375910106,1915419.354799775,-44413.437888615284,730068644.4524468,-16928333.89908174,392522.66314454173
1.1235988072838787,101.01253469368969,-104.72203256976847,-1086.4756212250309,-1654.5072530158343,116.49337171015753,-115.65797773228354,-55.10264078490416,-3190.105280985492,10203.532165243863,-10578.23794814744,-109747.65638284148,-167125.97129622317,11767.290751457176,-11682.905488284281,-5566.057413999052,-322240.6203720697,10966.70410554365,113777.93539218712,173263.36243724238,-12199.422666393262,12111.938511033753,5770.4605429569865,334074.3091363531,1180429.2755163168,1797581.7955416979,-126567.20839739183,125659.57320631355,59867.67587791847,3465971.6169319637,2737394.250282002,-192739.12842272525,191356.96302720698,91167.71883895005,5278052.325274613,13570.705652400931,-13473.38779121203,-6419.092415167127,-371626.12029237946,13376.767813121396,6373.060000890464,368961.12555186014,3036.3010214701835,175783.2253641693,10176771.703771524
1.1351459515211932,101.01253469368969,-97.3030368176109,-1086.4756212250309,-1654.5072530158343,116.49337171015753,-117.32876568803152,-55.10264078490416,-3190.105280985492,10203.532165243863,-9828.826382340287,-109747.65638284148,-167125.97129622317,11767.290751457176,-11851.676014630073,-5566.057413999052,-322240.6203720697,9467.880973929343,105717.37737349585,160988.580155204,-11335.15883652109,11416.445207507375,5361.654285041118,310406.9316077863,1180429.2755163168,1797581.7955416979,-126567.20839739183,127474.84358847013,59867.67587791847,3465971.6169319637,2737394.250282002,-192739.12842272525,194121.29381824352,91167.71883895005,5278052.325274613,13570.705652400931,-13668.023513589833,-6419.092415167127,-371626.12029237946,13766.039257877004,6465.12482944379,374291.1150328987,3036.3010214701835,175783.2253641693,10176771.703771524
